=== Debug Logger Session Started at 2026-09-22T18:42:29.409 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T18:42:29.307] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T18:42:29.540 ===
=== Debug Logger Session Started at 2026-09-22T18:42:29.544 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T18:42:29.541] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 91409 bytes | Modified: 2026-09-23T00:42:28.508Z
[2026-09-22T18:42:29.544] [SYSTEM] Download Session Started
[2026-09-22T18:42:31.253] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T18:42:31.255] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T18:42:31.258] Cog0  INIT $0000_0FA8 $0004_7C54 jump
[2026-09-22T18:42:31.269] Cog1  INIT $0000_0FA8 $0004_36DC jump
[2026-09-22T18:42:31.269] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T18:42:31.271] Cog0  BM-BANNER,seq,2,src_rev,32,fmt,18,part,LIM,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T18:42:31.273] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,drv_rev,6
[2026-09-22T18:42:31.273] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-M,task,3508
[2026-09-22T18:42:31.274] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-M,task,3508
[2026-09-22T18:42:31.275] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-M,task,3508
[2026-09-22T18:42:31.275] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-TOPSPD-M,task,3508
[2026-09-22T18:42:31.276] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-PWMCLIP-M,task,3508
[2026-09-22T18:42:31.278] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,LIM,finds,NONE,est_s,5,est_kb,2
[2026-09-22T18:42:31.279] Cog0  BM-PLAN,seq,5,seg,LIMTOP,order,2,attended,FALSE,part,LIM,finds,E1_E2_TOP,est_s,360,est_kb,90
