=== Debug Logger Session Started at 2026-09-22T18:52:55.228 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T18:52:55.125] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T18:52:55.360 ===
=== Debug Logger Session Started at 2026-09-22T18:52:55.364 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T18:52:55.360] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 91449 bytes | Modified: 2026-09-23T00:52:54.333Z
[2026-09-22T18:52:55.364] [SYSTEM] Download Session Started
[2026-09-22T18:52:57.057] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T18:52:57.074] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T18:52:57.075] Cog0  INIT $0000_0FA8 $0004_7C7C jump
[2026-09-22T18:52:57.087] Cog1  INIT $0000_0FA8 $0004_3704 jump
[2026-09-22T18:52:57.087] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T18:52:57.089] Cog0  BM-BANNER,seq,2,src_rev,32,fmt,18,part,LIM,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T18:52:57.090] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,drv_rev,6
[2026-09-22T18:52:57.091] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-M,task,3508
[2026-09-22T18:52:57.092] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-M,task,3508
[2026-09-22T18:52:57.092] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-M,task,3508
[2026-09-22T18:52:57.093] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-TOPSPD-M,task,3508
[2026-09-22T18:52:57.094] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-PWMCLIP-M,task,3508
[2026-09-22T18:52:57.096] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,LIM,finds,NONE,est_s,5,est_kb,2
[2026-09-22T18:52:57.096] Cog0  BM-PLAN,seq,5,seg,LIMTOP,order,2,attended,FALSE,part,LIM,finds,E1_E2_TOP,est_s,360,est_kb,90
[2026-09-22T18:52:57.099] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-22T18:52:57.115] Cog2  INIT $0000_0FA8 $0004_0DB8 jump
[2026-09-22T18:52:57.116] Cog0  BM-INST,seq,6,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-22T18:52:57.126] Cog0  BM-SEG,seq,7,seg,PREFLT,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T18:52:57.142] Cog3  INIT $0001_1BE2 $0004_5343 load
[2026-09-22T18:52:57.142] Cog4  INIT $0000_0FA8 $0004_4E13 jump
[2026-09-22T18:52:59.238] Cog0  BM-START,seq,8,seg,PREFLT,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,76,ph_x10,1_689,why,NONE
[2026-09-22T18:53:00.151] Cog0  BM-PREFLT,seq,9,motor,LEFT,incre,18_375_000,ticks,19,hw_ticks,19,moved,TRUE,why,NONE
[2026-09-22T18:53:00.153] Cog3  INIT $0001_1BE2 $0004_5C4B load
[2026-09-22T18:53:00.169] Cog4  INIT $0000_0FA8 $0004_571B jump
[2026-09-22T18:53:02.266] Cog0  BM-START,seq,10,seg,PREFLT,motor,RIGHT,life,2,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,4,ph_x10,1_589,why,NONE
[2026-09-22T18:53:03.172] Cog0  BM-PREFLT,seq,11,motor,RIGHT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-22T18:53:03.173] Cog0  BM-SEG,seq,12,seg,PREFLT,event,END,attended,FALSE,items,2,faults,0,unrecov,0,ms,6_057,why,NONE
[2026-09-22T18:53:03.174] Cog0  BM-SEG,seq,13,seg,LIMTOP,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T18:53:03.184] Cog0  BM-CLIPTEST,seq,14,room_ok,0,room_high,-1,room_low,-1,judge_ok,TRUE
[2026-09-22T18:53:03.184] Cog3  INIT $0001_1BE2 $0004_5343 load
[2026-09-22T18:53:03.200] Cog4  INIT $0000_0FA8 $0004_4E13 jump
[2026-09-22T18:53:05.296] Cog0  BM-START,seq,15,seg,LIMTOP,motor,LEFT,life,3,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,77,ph_x10,1_682,why,NONE
[2026-09-22T18:53:07.213] Cog0  BM-RUNG,seq,16,seg,LIMTOP,life,3,rid,1,rung,0,motor,LEFT,incre,-5_000_000,result,OK,off_neg,17,off_pos,336,steady_ms,324,win_ms,1_001,ticks,-13,rate_x10,-129,pred_x10,-133,why,NONE
[2026-09-22T18:53:07.215] Cog0  BM-RUNG2,seq,17,rid,1,motor,LEFT,incre,-5_000_000,zero_x10,77,i_x10,137,inet_x10,60,i_min,10,i_max,18,ph_x10,24_114,phu_x10,7_896,phv_x10,8_273,phw_x10,7_945,duty,1_600,duty_pk,1_600,duty_max,27_648,err,-19,err_pk,43,n,502,why,NONE
