=== Debug Logger Session Started at 2026-09-22T19:30:00.216 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T19:30:00.112] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T19:30:00.342 ===
=== Debug Logger Session Started at 2026-09-22T19:30:00.347 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T19:30:00.343] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 93053 bytes | Modified: 2026-09-23T01:29:59.283Z
[2026-09-22T19:30:00.346] [SYSTEM] Download Session Started
[2026-09-22T19:30:02.074] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T19:30:02.075] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T19:30:02.077] Cog0  INIT $0000_0FA8 $0004_8308 jump
[2026-09-22T19:30:02.089] Cog1  INIT $0000_0FA8 $0004_3D48 jump
[2026-09-22T19:30:02.089] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T19:30:02.091] Cog0  BM-BANNER,seq,2,src_rev,33,fmt,19,part,LIM,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T19:30:02.092] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,drv_rev,7
[2026-09-22T19:30:02.093] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-M,task,3508
[2026-09-22T19:30:02.094] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-M,task,3508
[2026-09-22T19:30:02.094] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-M,task,3508
[2026-09-22T19:30:02.095] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-TOPSPD-M,task,3508
[2026-09-22T19:30:02.095] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-PWMCLIP-M,task,3508
[2026-09-22T19:30:02.096] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-POWERMAP-M,task,3508
[2026-09-22T19:30:02.097] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-FOLLOW-M,task,3508
[2026-09-22T19:30:02.098] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-FOLFALL-M,task,3508
[2026-09-22T19:30:02.099] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,LIM,finds,NONE,est_s,5,est_kb,2
[2026-09-22T19:30:02.100] Cog0  BM-PLAN,seq,5,seg,LIMTOP,order,2,attended,FALSE,part,LIM,finds,E1_E2_TOP,est_s,360,est_kb,90
[2026-09-22T19:30:02.103] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-22T19:30:02.119] Cog2  INIT $0000_0FA8 $0004_13FC jump
[2026-09-22T19:30:02.119] Cog0  BM-INST,seq,6,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-22T19:30:02.130] Cog0  BM-SEG,seq,7,seg,PREFLT,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T19:30:02.130] Cog3  INIT $0001_227E $0004_59CF load
[2026-09-22T19:30:02.146] Cog4  INIT $0000_0FA8 $0004_549F jump
[2026-09-22T19:30:04.242] Cog0  BM-START,seq,8,seg,PREFLT,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,77,ph_x10,1_714,why,NONE
