=== Debug Logger Session Started at 2026-09-20T18:25:03.258 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-20T18:25:03.155] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-20T18:25:03.383 ===
=== Debug Logger Session Started at 2026-09-20T18:25:03.387 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-20T18:25:03.383] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 79106 bytes | Modified: 2026-09-21T00:25:02.320Z
[2026-09-20T18:25:03.386] [SYSTEM] Download Session Started
[2026-09-20T18:25:05.010] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-20T18:25:05.023] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-20T18:25:05.033] Cog0  INIT $0000_0FA8 $0003_B2A8 jump
[2026-09-20T18:25:05.033] Cog1  INIT $0000_0FA8 $0003_8540 jump
[2026-09-20T18:25:05.034] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-20T18:25:05.036] Cog0  BM-BANNER,seq,2,src_rev,22,fmt,10,part,A,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-20T18:25:05.037] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-20T18:25:05.038] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-A,task,3508
[2026-09-20T18:25:05.039] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-A,task,3508
[2026-09-20T18:25:05.040] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INSTLIVE-A,task,3508
[2026-09-20T18:25:05.040] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-IDLEFLT-A,task,3508
[2026-09-20T18:25:05.041] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-REVB-A,task,3508
[2026-09-20T18:25:05.042] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INTEG-A,task,3508
[2026-09-20T18:25:05.042] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-A,task,3508
[2026-09-20T18:25:05.043] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-A,task,3508
[2026-09-20T18:25:05.044] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-NOFOLD-A,task,3508
[2026-09-20T18:25:05.044] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-RATELAW-A,task,3508
[2026-09-20T18:25:05.045] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-IDLEMOVE-A,task,3508
[2026-09-20T18:25:05.046] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-TRKICK-A,task,3508
[2026-09-20T18:25:05.047] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,A,finds,NONE,est_s,5,est_kb,2
[2026-09-20T18:25:05.047] Cog0  BM-PLAN,seq,5,seg,STOPMODE,order,2,attended,FALSE,part,A,finds,C-4_S-9a,est_s,540,est_kb,4_700
[2026-09-20T18:25:05.049] Cog0  BM-PLAN,seq,6,seg,LIVE,order,3,attended,FALSE,part,A,finds,W,est_s,60,est_kb,3
[2026-09-20T18:25:05.050] Cog0  BM-PLAN,seq,7,seg,LADDER,order,4,attended,FALSE,part,A,finds,C-1_C-5_S-3_C-6,est_s,420,est_kb,190
[2026-09-20T18:25:05.051] Cog0  BM-LADDER,seq,8,rung,0,incre,5_000_000,pred_x10,133,probe,FALSE
[2026-09-20T18:25:05.051] Cog0  BM-LADDER,seq,9,rung,1,incre,10_000_000,pred_x10,267,probe,FALSE
[2026-09-20T18:25:05.052] Cog0  BM-LADDER,seq,10,rung,2,incre,20_000_000,pred_x10,534,probe,FALSE
[2026-09-20T18:25:05.053] Cog0  BM-LADDER,seq,11,rung,3,incre,40_000_000,pred_x10,1_068,probe,FALSE
[2026-09-20T18:25:05.054] Cog0  BM-LADDER,seq,12,rung,4,incre,60_000_000,pred_x10,1_603,probe,FALSE
[2026-09-20T18:25:05.055] Cog0  BM-LADDER,seq,13,rung,5,incre,80_000_000,pred_x10,2_137,probe,FALSE
[2026-09-20T18:25:05.056] Cog0  BM-LADDER,seq,14,rung,6,incre,100_000_000,pred_x10,2_672,probe,FALSE
[2026-09-20T18:25:05.056] Cog0  BM-LADDER,seq,15,rung,7,incre,120_000_000,pred_x10,3_206,probe,FALSE
[2026-09-20T18:25:05.057] Cog0  BM-LADDER,seq,16,rung,8,incre,140_000_000,pred_x10,3_741,probe,FALSE
