=== Debug Logger Session Started at 2026-09-19T17:37:51.869 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:37:51.763] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-19T17:37:51.995 ===
=== Debug Logger Session Started at 2026-09-19T17:37:51.999 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:37:51.995] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 77482 bytes | Modified: 2026-09-19T23:37:50.978Z
[2026-09-19T17:37:51.999] [SYSTEM] Download Session Started
[2026-09-19T17:37:53.613] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-19T17:37:53.614] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-19T17:37:53.620] Cog0  INIT $0000_0FA8 $0003_AC04 jump
[2026-09-19T17:37:53.632] Cog1  INIT $0000_0FA8 $0003_7EB4 jump
[2026-09-19T17:37:53.632] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-19T17:37:53.634] Cog0  BM-BANNER,seq,2,src_rev,20,fmt,8,part,A,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-19T17:37:53.635] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-19T17:37:53.636] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-A,task,3508
[2026-09-19T17:37:53.636] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-A,task,3508
[2026-09-19T17:37:53.637] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INSTLIVE-A,task,3508
[2026-09-19T17:37:53.638] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-IDLEFLT-A,task,3508
[2026-09-19T17:37:53.638] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-REVB-A,task,3508
[2026-09-19T17:37:53.639] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INTEG-A,task,3508
[2026-09-19T17:37:53.640] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-A,task,3508
[2026-09-19T17:37:53.640] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-A,task,3508
[2026-09-19T17:37:53.641] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-NOFOLD-A,task,3508
[2026-09-19T17:37:53.642] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-RATELAW-A,task,3508
[2026-09-19T17:37:53.642] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-IDLEMOVE-A,task,3508
[2026-09-19T17:37:53.643] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-TRKICK-A,task,3508
[2026-09-19T17:37:53.644] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,A,finds,NONE,est_s,5,est_kb,2
[2026-09-19T17:37:53.645] Cog0  BM-PLAN,seq,5,seg,STOPMODE,order,2,attended,FALSE,part,A,finds,C-4_S-9a,est_s,540,est_kb,4_700
[2026-09-19T17:37:53.646] Cog0  BM-PLAN,seq,6,seg,LIVE,order,3,attended,FALSE,part,A,finds,W,est_s,60,est_kb,3
[2026-09-19T17:37:53.647] Cog0  BM-PLAN,seq,7,seg,LADDER,order,4,attended,FALSE,part,A,finds,C-1_C-5_S-3_C-6,est_s,240,est_kb,45
[2026-09-19T17:37:53.648] Cog0  BM-LADDER,seq,8,rung,0,incre,5_000_000,pred_x10,133,probe,FALSE
[2026-09-19T17:37:53.649] Cog0  BM-LADDER,seq,9,rung,1,incre,10_000_000,pred_x10,267,probe,FALSE
[2026-09-19T17:37:53.649] Cog0  BM-LADDER,seq,10,rung,2,incre,20_000_000,pred_x10,534,probe,FALSE
[2026-09-19T17:37:53.650] Cog0  BM-LADDER,seq,11,rung,3,incre,40_000_000,pred_x10,1_068,probe,FALSE
[2026-09-19T17:37:53.651] Cog0  BM-LADDER,seq,12,rung,4,incre,60_000_000,pred_x10,1_603,probe,FALSE
