=== Debug Logger Session Started at 2026-09-19T17:29:08.148 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:29:08.047] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-19T17:29:08.277 ===
=== Debug Logger Session Started at 2026-09-19T17:29:08.281 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:29:08.277] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 77482 bytes | Modified: 2026-09-19T23:29:07.261Z
[2026-09-19T17:29:08.281] [SYSTEM] Download Session Started
[2026-09-19T17:29:09.892] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-19T17:29:09.893] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-19T17:29:09.901] Cog0  INIT $0000_0FA8 $0003_AC04 jump
[2026-09-19T17:29:09.912] Cog1  INIT $0000_0FA8 $0003_7EB4 jump
[2026-09-19T17:29:09.912] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-19T17:29:09.914] Cog0  BM-BANNER,seq,2,src_rev,20,fmt,8,part,B,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-19T17:29:09.915] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-19T17:29:09.916] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-B,task,3508
[2026-09-19T17:29:09.917] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-B,task,3508
[2026-09-19T17:29:09.917] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-B,task,3508
[2026-09-19T17:29:09.918] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-RSTPROV-B,task,3508
[2026-09-19T17:29:09.919] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-RAMPREST-B,task,3508
[2026-09-19T17:29:09.919] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-FLTAPI-B,task,3508
[2026-09-19T17:29:09.920] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-B,task,3508
[2026-09-19T17:29:09.920] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-STOPCUR-B,task,3508
[2026-09-19T17:29:09.922] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-RMPDROOP-B,task,3508
[2026-09-19T17:29:09.922] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-STOPLIM-B,task,3508
[2026-09-19T17:29:09.923] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-TURNDIST-B,task,3508
[2026-09-19T17:29:09.924] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DISTM-B,task,3508
[2026-09-19T17:29:09.924] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FLTRETRY-B,task,3508
[2026-09-19T17:29:09.925] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-FLTCAUSE-B,task,3508
[2026-09-19T17:29:09.926] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-OFFREST-B,task,3508
[2026-09-19T17:29:09.926] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-IDLEMOVE-B,task,3508
[2026-09-19T17:29:09.928] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,B,finds,NONE,est_s,5,est_kb,2
[2026-09-19T17:29:09.929] Cog0  BM-PLAN,seq,5,seg,FAULTB,order,2,attended,FALSE,part,B,finds,C-5_Z_S-1,est_s,420,est_kb,1_960
[2026-09-19T17:29:09.929] Cog0  BM-PLAN,seq,6,seg,OVERSHT,order,3,attended,FALSE,part,B,finds,C-3_AB,est_s,150,est_kb,420
[2026-09-19T17:29:09.932] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-19T17:29:09.948] Cog2  INIT $0000_0FA8 $0003_5744 jump
[2026-09-19T17:29:09.950] Cog0  BM-INST,seq,7,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-19T17:29:09.959] Cog0  BM-SEG,seq,8,seg,PREFLT,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-19T17:29:09.975] Cog3  INIT $0000_E90E $0003_868F load
[2026-09-19T17:29:09.975] Cog4  INIT $0000_0FA8 $0003_826B jump
[2026-09-19T17:29:12.053] Cog0  BM-START,seq,9,seg,PREFLT,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,43,off_pos,317,missed,0,illegal,0,zero_x10,90,ph_x10,1_697,why,NONE
[2026-09-19T17:29:12.965] Cog0  BM-PREFLT,seq,10,motor,LEFT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-19T17:29:12.968] Cog3  INIT $0000_E90E $0003_8E67 load
[2026-09-19T17:29:12.983] Cog4  INIT $0000_0FA8 $0003_8A43 jump
[2026-09-19T17:29:15.056] Cog0  BM-START,seq,11,seg,PREFLT,motor,RIGHT,life,2,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,43,off_pos,317,missed,0,illegal,0,zero_x10,12,ph_x10,1_611,why,NONE
[2026-09-19T17:29:15.963] Cog0  BM-PREFLT,seq,12,motor,RIGHT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-19T17:29:15.964] Cog0  BM-SEG,seq,13,seg,PREFLT,event,END,attended,FALSE,items,2,faults,0,unrecov,0,ms,6_014,why,NONE
[2026-09-19T17:29:15.975] Cog0  BM-SEG,seq,14,seg,FAULTB,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-19T17:29:15.975] Cog3  INIT $0000_E90E $0003_868F load
[2026-09-19T17:29:15.990] Cog4  INIT $0000_0FA8 $0003_826B jump
[2026-09-19T17:29:18.068] Cog0  BM-START,seq,15,seg,FAULTB,motor,LEFT,life,3,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,43,off_pos,317,missed,0,illegal,0,zero_x10,82,ph_x10,1_665,why,NONE
[2026-09-19T17:29:21.609] Cog0  BM-RAMPREST,seq,16,motor,LEFT,min,1_500,max,200_000,inc,22,down,50_000,ok,TRUE,why,NONE
[2026-09-19T17:29:21.626] Cog0  BM-TRACE,seq,17,tid,1,seg,FAULTB,life,3,motor,LEFT,cause,RAMP,incre,-110_250_000,off_neg,43,off_pos,317,req_mode,FLOAT,ramp_inc,22,period_us,2_000,decim,1,pre,50,why,NONE
[2026-09-19T17:29:22.278] Cog0  BM-TS,seq,18,tid,1,k,0,lt,FALSE,pos,0,hw,0,i,9,ph,161,d,1_600,e,30,st,STOPPED,flt,FALSE,up,TRUE,ig,0,o_pos,0,o_hw,0,o_i,NA,o_up,FALSE,why,NO_COG
[2026-09-19T17:29:22.279] Cog0  BM-TS,seq,19,tid,1,k,1,lt,FALSE,pos,0,hw,0,i,8,ph,165,d,1_600,e,30,st,STOPPED,flt,FALSE,up,TRUE,ig,0,o_pos,0,o_hw,0,o_i,NA,o_up,FALSE,why,NO_COG
[2026-09-19T17:29:22.281] Cog0  BM-TS,seq,20,tid,1,k,2,lt,FALSE,pos,0,hw,0,i,8,ph,164,d,1_600,e,30,st,STOPPED,flt,FALSE,up,TRUE,ig,0,o_pos,0,o_hw,0,o_i,NA,o_up,FALSE,why,NO_COG
