=== Debug Logger Session Started at 2026-09-19T17:46:23.839 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:46:23.738] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-19T17:46:23.941 ===
=== Debug Logger Session Started at 2026-09-19T17:46:23.946 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-19T17:46:23.941] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 77482 bytes | Modified: 2026-09-19T23:46:22.942Z
[2026-09-19T17:46:23.945] [SYSTEM] Download Session Started
[2026-09-19T17:46:25.548] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-19T17:46:25.561] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-19T17:46:25.571] Cog0  INIT $0000_0FA8 $0003_AC04 jump
[2026-09-19T17:46:25.571] Cog1  INIT $0000_0FA8 $0003_7EB4 jump
[2026-09-19T17:46:25.572] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-19T17:46:25.575] Cog0  BM-BANNER,seq,2,src_rev,20,fmt,8,part,CLOCK,cfg_id,BENCH,frame,MOTOR,clkfreq,300_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-19T17:46:25.576] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,600_000,ring,4_096,slongs,9,waitms_max,7_158,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-19T17:46:25.576] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTLL-K300,task,3508
[2026-09-19T17:46:25.577] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMSK-K300,task,3508
[2026-09-19T17:46:25.578] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-CLKFRM-K300,task,3508
[2026-09-19T17:46:25.579] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-HALL-K300,task,3508
[2026-09-19T17:46:25.579] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,CLOCK,finds,NONE,est_s,5,est_kb,2
