=== Debug Logger Session Started at 2026-09-17T13:00:12.100 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T13:00:11.998] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-17T13:00:12.227 ===
=== Debug Logger Session Started at 2026-09-17T13:00:12.230 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T13:00:12.227] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 72269 bytes | Modified: 2026-09-17T19:00:11.215Z
[2026-09-17T13:00:12.230] [SYSTEM] Download Session Started
[2026-09-17T13:00:13.811] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-17T13:00:13.811] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-17T13:00:13.812] Cog0  INIT $0000_0FA8 $0003_94E4 jump
[2026-09-17T13:00:13.814] Cog1  INIT $0000_0FA8 $0003_6AFC jump
[2026-09-17T13:00:13.814] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-17T13:00:13.816] Cog0  BM-BANNER,seq,2,src_rev,13,fmt,4,part,B,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-17T13:00:13.817] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-17T13:00:13.818] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-B,task,3508
[2026-09-17T13:00:13.818] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-B,task,3508
[2026-09-17T13:00:13.819] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-B,task,3508
[2026-09-17T13:00:13.820] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-RSTPROV-B,task,3508
[2026-09-17T13:00:13.820] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-RAMPREST-B,task,3508
[2026-09-17T13:00:13.821] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-FLTAPI-B,task,3508
[2026-09-17T13:00:13.822] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-B,task,3508
[2026-09-17T13:00:13.822] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-STOPCUR-B,task,3508
[2026-09-17T13:00:13.823] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-RMPDROOP-B,task,3508
[2026-09-17T13:00:13.824] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-STOPLIM-B,task,3508
[2026-09-17T13:00:13.825] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DISTM-B,task,3508
[2026-09-17T13:00:13.825] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FLTRETRY-B,task,3508
[2026-09-17T13:00:13.826] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,B,finds,NONE,est_s,5,est_kb,2
