=== Debug Logger Session Started at 2026-09-17T17:30:18.104 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T17:30:18.000] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-17T17:30:18.229 ===
=== Debug Logger Session Started at 2026-09-17T17:30:18.233 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T17:30:18.230] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 72733 bytes | Modified: 2026-09-17T23:30:17.216Z
[2026-09-17T17:30:18.233] [SYSTEM] Download Session Started
[2026-09-17T17:30:19.821] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-17T17:30:19.821] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-17T17:30:19.824] Cog0  INIT $0000_0FA8 $0003_98D0 jump
[2026-09-17T17:30:19.825] Cog1  INIT $0000_0FA8 $0003_6CE8 jump
[2026-09-17T17:30:19.825] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-17T17:30:19.827] Cog0  BM-BANNER,seq,2,src_rev,14,fmt,5,part,D,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-17T17:30:19.829] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-17T17:30:19.829] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-NOSTALL-D,task,3508
[2026-09-17T17:30:19.830] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DBGMASK-D,task,3508
[2026-09-17T17:30:19.831] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-D,task,3508
[2026-09-17T17:30:19.831] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-ESTOP-D,task,3508
[2026-09-17T17:30:19.832] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-ORDERED-D,task,3508
[2026-09-17T17:30:19.833] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-COOPSHUT-D,task,3508
[2026-09-17T17:30:19.833] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-TRACKRST-D,task,3508
[2026-09-17T17:30:19.834] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-TIMESTOP-D,task,3508
[2026-09-17T17:30:19.835] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LOCKSTEP-D,task,3508
[2026-09-17T17:30:19.836] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FRONTST-D,task,3508
[2026-09-17T17:30:19.836] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FOLDBACK-D,task,3508
[2026-09-17T17:30:19.837] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DERATE-D,task,3508
[2026-09-17T17:30:19.838] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-BLOCKED-D,task,3508
[2026-09-17T17:30:19.838] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-WESTOP-D,task,3508
[2026-09-17T17:30:19.839] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-WTIMSTOP-D,task,3508
[2026-09-17T17:30:19.841] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,D,finds,NONE,est_s,5,est_kb,2
[2026-09-17T17:30:19.842] Cog0  BM-PLAN,seq,5,seg,STEERSEG,order,2,attended,FALSE,part,D,finds,S-4_FRONTCOG,est_s,180,est_kb,4
[2026-09-17T17:30:19.842] Cog0  BM-PLAN,seq,6,seg,LIMIT,order,3,attended,FALSE,part,D,finds,S-2_C-5,est_s,180,est_kb,6
[2026-09-17T17:30:19.843] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-17T17:30:19.849] Cog2  INIT $0000_0FA8 $0003_45F8 jump
[2026-09-17T17:30:19.850] Cog0  BM-INST,seq,7,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-17T17:30:19.852] Cog0  BM-SEG,seq,8,seg,PREFLT,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-17T17:30:19.852] Cog3  INIT $0000_DB32 $0003_747B load
[2026-09-17T17:30:19.868] Cog4  INIT $0000_0FA8 $0003_7057 jump
[2026-09-17T17:30:21.936] Cog0  BM-START,seq,9,seg,PREFLT,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,43,off_pos,317,missed,0,illegal,0,zero_x10,80,ph_x10,176,why,NONE
[2026-09-17T17:30:22.842] Cog0  BM-PREFLT,seq,10,motor,LEFT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-17T17:30:22.857] Cog3  INIT $0000_DB32 $0003_7C17 load
[2026-09-17T17:30:22.857] Cog4  INIT $0000_0FA8 $0003_77F3 jump
[2026-09-17T17:30:24.925] Cog0  BM-START,seq,11,seg,PREFLT,motor,RIGHT,life,2,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,43,off_pos,317,missed,0,illegal,0,zero_x10,-4,ph_x10,122,why,NONE
[2026-09-17T17:30:25.832] Cog0  BM-PREFLT,seq,12,motor,RIGHT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-17T17:30:25.833] Cog0  BM-SEG,seq,13,seg,PREFLT,event,END,attended,FALSE,items,2,faults,0,unrecov,0,ms,5_983,why,NONE
[2026-09-17T17:30:25.835] Cog0  BM-SEG,seq,14,seg,STEERSEG,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-17T17:30:25.837] Cog3  INIT $0000_DB32 $0003_89BF load
[2026-09-17T17:30:25.853] Cog4  INIT $0000_DB32 $0003_915B load
[2026-09-17T17:30:26.942] Cog5  INIT $0000_0FA8 $0003_8010 jump
[2026-09-17T17:30:26.957] Cog0  BM-SSTART,seq,15,seg,STEERSEG,life,3,motor,BOTH,ret,5,ret_ok,TRUE,l_st,STOPPED,r_st,STOPPED,ready_ms,0,l_neg,43,l_pos,317,r_neg,43,r_pos,317,l_ig,0,r_ig,0,l_board,REV_B,r_board,REV_B,why,NONE
[2026-09-17T17:30:26.976] Cog0  BM-DSTEP,seq,16,step,LOCKSTEP,motor,BOTH,seg,STEERSEG,measured,0,lo,0,hi,1,result,PASS,why,NONE
[2026-09-17T17:30:30.609] Cog0  BM-DSTEP,seq,17,step,TRACKRESET,motor,BOTH,seg,STEERSEG,measured,1,lo,0,hi,20,result,PASS,why,NONE
[2026-09-17T17:30:33.998] Cog0  BM-DSTEP,seq,18,step,ESTOP_REFUSE,motor,BOTH,seg,STEERSEG,measured,1,lo,0,hi,50,result,PASS,why,NONE
[2026-09-17T17:30:35.818] Cog0  BM-DSTEP,seq,19,step,ESTOP_LATCH,motor,BOTH,seg,STEERSEG,measured,1_500,lo,1_500,hi,1_500,result,PASS,why,NONE
[2026-09-17T17:30:36.321] Cog0  BM-DSTEP,seq,20,step,ESTOP_CLEAR,motor,BOTH,seg,STEERSEG,measured,0,lo,0,hi,0,result,PASS,why,NONE
[2026-09-17T17:30:38.946] Cog6  INIT $0000_0FA8 $0003_6AD4 jump
[2026-09-17T17:30:40.102] Cog0  BM-DSTEP,seq,21,step,ORDERED,motor,BOTH,seg,STEERSEG,measured,8,lo,1,hi,99_999,result,PASS,why,NONE
[2026-09-17T17:30:44.989] Cog0  BM-DSTEP,seq,22,step,TIMESTOP,motor,BOTH,seg,STEERSEG,measured,256,lo,-2_000,hi,320,result,PASS,why,NONE
[2026-09-17T17:30:45.286] Cog0  BM-FRONTST,seq,23,motor,BOTH,passes,18_345,late,0,max_ticks,221_536,max_us,820,slot_us,1_000,stack_hi,132,stack_of,256,why,NONE
