=== Debug Logger Session Started at 2026-09-17T13:12:37.070 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T13:12:36.966] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-17T13:12:37.195 ===
=== Debug Logger Session Started at 2026-09-17T13:12:37.199 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-17T13:12:37.195] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 72269 bytes | Modified: 2026-09-17T19:12:36.183Z
[2026-09-17T13:12:37.199] [SYSTEM] Download Session Started
[2026-09-17T13:12:38.762] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-17T13:12:38.779] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-17T13:12:38.780] Cog0  INIT $0000_0FA8 $0003_94E4 jump
[2026-09-17T13:12:38.780] Cog1  INIT $0000_0FA8 $0003_6AFC jump
[2026-09-17T13:12:38.780] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-17T13:12:38.782] Cog0  BM-BANNER,seq,2,src_rev,13,fmt,4,part,C,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-17T13:12:38.783] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,9,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-17T13:12:38.784] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-C,task,3508
[2026-09-17T13:12:38.784] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-C,task,3508
[2026-09-17T13:12:38.785] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-C,task,3508
[2026-09-17T13:12:38.786] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-RSTPROV-C,task,3508
[2026-09-17T13:12:38.786] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-OFFREST-C,task,3508
[2026-09-17T13:12:38.787] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-C,task,3508
[2026-09-17T13:12:38.788] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-STPDECEL-C,task,3508
[2026-09-17T13:12:38.789] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,C,finds,NONE,est_s,5,est_kb,2
[2026-09-17T13:12:38.790] Cog0  BM-PLAN,seq,5,seg,BASELINE,order,2,attended,FALSE,part,C,finds,FIELD_Q,est_s,120,est_kb,16
[2026-09-17T13:12:38.791] Cog0  BM-PLAN,seq,6,seg,POSTFLT,order,3,attended,FALSE,part,C,finds,S-9a,est_s,120,est_kb,790
[2026-09-17T13:12:38.792] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-17T13:12:38.797] Cog2  INIT $0000_0FA8 $0003_4428 jump
[2026-09-17T13:12:38.799] Cog0  BM-INST,seq,7,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
