=== Debug Logger Session Started at 2026-09-21T12:52:33.062 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-21T12:52:33.058] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 79794 bytes | Modified: 2026-09-21T18:52:32.051Z
[2026-09-21T12:52:33.061] [SYSTEM] Download Session Started
[2026-09-21T12:52:34.676] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-21T12:52:34.693] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-21T12:52:34.694] Cog0  INIT $0000_0FA8 $0004_3574 jump
[2026-09-21T12:52:34.705] Cog1  INIT $0000_0FA8 $0004_080C jump
[2026-09-21T12:52:34.705] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-21T12:52:34.707] Cog0  BM-BANNER,seq,2,src_rev,23,fmt,11,part,A,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-21T12:52:34.709] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000
[2026-09-21T12:52:34.709] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-NOSTALL-A,task,3508
[2026-09-21T12:52:34.710] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-DBGMASK-A,task,3508
[2026-09-21T12:52:34.711] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INSTLIVE-A,task,3508
[2026-09-21T12:52:34.711] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-IDLEFLT-A,task,3508
[2026-09-21T12:52:34.712] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-REVB-A,task,3508
[2026-09-21T12:52:34.713] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-INTEG-A,task,3508
[2026-09-21T12:52:34.713] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R14-DUAL-TRACES-A,task,3508
[2026-09-21T12:52:34.714] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-OFFSETS-A,task,3508
[2026-09-21T12:52:34.715] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-INSTWIDE-A,task,3508
[2026-09-21T12:52:34.716] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-PHSEP-A,task,3508
[2026-09-21T12:52:34.716] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-A,task,3508
[2026-09-21T12:52:34.717] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-NOFOLD-A,task,3508
[2026-09-21T12:52:34.718] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-RATELAW-A,task,3508
[2026-09-21T12:52:34.718] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-IDLEMOVE-A,task,3508
[2026-09-21T12:52:34.719] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R17-DUAL-TRKICK-A,task,3508
[2026-09-21T12:52:34.720] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,A,finds,NONE,est_s,5,est_kb,2
[2026-09-21T12:52:34.721] Cog0  BM-PLAN,seq,5,seg,STOPMODE,order,2,attended,FALSE,part,A,finds,C-4_S-9a,est_s,540,est_kb,4_700
[2026-09-21T12:52:34.722] Cog0  BM-PLAN,seq,6,seg,LIVE,order,3,attended,FALSE,part,A,finds,W,est_s,60,est_kb,3
[2026-09-21T12:52:34.723] Cog0  BM-PLAN,seq,7,seg,LADDER,order,4,attended,FALSE,part,A,finds,C-1_C-5_S-3_C-6,est_s,420,est_kb,190
[2026-09-21T12:52:34.724] Cog0  BM-LADDER,seq,8,rung,0,incre,5_000_000,pred_x10,133,probe,FALSE
[2026-09-21T12:52:34.725] Cog0  BM-LADDER,seq,9,rung,1,incre,10_000_000,pred_x10,267,probe,FALSE
