=== Debug Logger Session Started at 2026-09-22T15:19:43.735 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T15:19:43.633] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T15:19:43.837 ===
=== Debug Logger Session Started at 2026-09-22T15:19:43.841 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T15:19:43.837] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 87794 bytes | Modified: 2026-09-22T21:19:42.835Z
[2026-09-22T15:19:43.841] [SYSTEM] Download Session Started
[2026-09-22T15:19:45.520] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T15:19:45.536] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T15:19:45.547] Cog0  INIT $0000_0FA8 $0004_6E00 jump
[2026-09-22T15:19:45.547] Cog1  INIT $0000_0FA8 $0004_28AC jump
[2026-09-22T15:19:45.548] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T15:19:45.550] Cog0  BM-BANNER,seq,2,src_rev,28,fmt,16,part,D,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T15:19:45.552] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,drv_rev,3
[2026-09-22T15:19:45.552] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-NOSTALL-D,task,3508
[2026-09-22T15:19:45.553] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DBGMASK-D,task,3508
[2026-09-22T15:19:45.554] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LAGBND-D,task,3508
[2026-09-22T15:19:45.554] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-ESTOP-D,task,3508
[2026-09-22T15:19:45.555] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-ORDERED-D,task,3508
[2026-09-22T15:19:45.556] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-COOPSHUT-D,task,3508
[2026-09-22T15:19:45.556] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-TRACKRST-D,task,3508
[2026-09-22T15:19:45.557] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-TIMESTOP-D,task,3508
[2026-09-22T15:19:45.558] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-LOCKSTEP-D,task,3508
[2026-09-22T15:19:45.559] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FRONTST-D,task,3508
[2026-09-22T15:19:45.559] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-FOLDBACK-D,task,3508
[2026-09-22T15:19:45.560] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-DERATE-D,task,3508
[2026-09-22T15:19:45.561] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R16-DUAL-BLOCKED-D,task,3508
[2026-09-22T15:19:45.561] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-HOLDSET-D,task,3508
