=== Debug Logger Session Started at 2026-09-22T16:42:07.808 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T16:42:07.703] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T16:42:07.934 ===
=== Debug Logger Session Started at 2026-09-22T16:42:07.938 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T16:42:07.935] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 88002 bytes | Modified: 2026-09-22T22:42:06.910Z
[2026-09-22T16:42:07.938] [SYSTEM] Download Session Started
[2026-09-22T16:42:09.615] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T16:42:09.628] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T16:42:09.639] Cog0  INIT $0000_0FA8 $0004_6ED0 jump
[2026-09-22T16:42:09.639] Cog1  INIT $0000_0FA8 $0004_297C jump
[2026-09-22T16:42:09.640] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T16:42:09.642] Cog0  BM-BANNER,seq,2,src_rev,30,fmt,17,part,LEAD,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T16:42:09.643] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,drv_rev,4
[2026-09-22T16:42:09.644] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-L,task,3508
[2026-09-22T16:42:09.645] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-L,task,3508
[2026-09-22T16:42:09.645] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-LEAD-BRKT,task,3508
[2026-09-22T16:42:09.647] Cog0  BM-PLAN,seq,4,seg,PREFLT,order,1,attended,FALSE,part,LEAD,finds,NONE,est_s,5,est_kb,2
[2026-09-22T16:42:09.647] Cog0  BM-PLAN,seq,5,seg,LEAD,order,2,attended,FALSE,part,LEAD,finds,?,est_s,0,est_kb,0
[2026-09-22T16:42:09.650] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-22T16:42:09.665] Cog2  INIT $0000_0FA8 $0004_005C jump
[2026-09-22T16:42:09.667] Cog0  BM-INST,seq,6,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-22T16:42:09.677] Cog0  BM-SEG,seq,7,seg,PREFLT,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T16:42:09.692] Cog3  INIT $0001_0F2E $0004_4597 load
[2026-09-22T16:42:09.692] Cog4  INIT $0000_0FA8 $0004_4067 jump
[2026-09-22T16:42:11.789] Cog0  BM-START,seq,8,seg,PREFLT,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,78,ph_x10,1_719,why,NONE
[2026-09-22T16:42:12.703] Cog0  BM-PREFLT,seq,9,motor,LEFT,incre,18_375_000,ticks,19,hw_ticks,19,moved,TRUE,why,NONE
[2026-09-22T16:42:12.705] Cog3  INIT $0001_0F2E $0004_4E9F load
[2026-09-22T16:42:12.721] Cog4  INIT $0000_0FA8 $0004_496F jump
[2026-09-22T16:42:14.818] Cog0  BM-START,seq,10,seg,PREFLT,motor,RIGHT,life,2,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,8,ph_x10,1_613,why,NONE
[2026-09-22T16:42:15.725] Cog0  BM-PREFLT,seq,11,motor,RIGHT,incre,18_375_000,ticks,18,hw_ticks,18,moved,TRUE,why,NONE
[2026-09-22T16:42:15.726] Cog0  BM-SEG,seq,12,seg,PREFLT,event,END,attended,FALSE,items,2,faults,0,unrecov,0,ms,6_058,why,NONE
[2026-09-22T16:42:15.736] Cog0  BM-SEG,seq,13,seg,LEAD,event,BEGIN,attended,FALSE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T16:42:15.737] Cog3  INIT $0001_0F2E $0004_4597 load
[2026-09-22T16:42:15.737] Cog4  INIT $0000_0FA8 $0004_4067 jump
[2026-09-22T16:42:17.848] Cog0  BM-START,seq,14,seg,LEAD,motor,LEFT,life,3,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,17,off_pos,336,missed,0,illegal,0,zero_x10,89,ph_x10,1_675,why,NONE
[2026-09-22T16:42:20.100] Cog0  BM-RUNG,seq,15,seg,LEAD,life,3,rid,1,rung,0,motor,LEFT,incre,-18_375_000,result,OK,off_neg,14,off_pos,338,steady_ms,651,win_ms,1_003,ticks,-49,rate_x10,-488,pred_x10,-491,why,NONE
[2026-09-22T16:42:20.102] Cog0  BM-RUNG2,seq,16,rid,1,motor,LEFT,incre,-18_375_000,zero_x10,89,i_x10,142,inet_x10,53,i_min,11,i_max,20,ph_x10,24_767,phu_x10,8_108,phv_x10,8_450,phw_x10,8_208,duty,3_192,duty_pk,3_509,duty_max,24_264,err,-48,err_pk,77,n,503,why,NONE
[2026-09-22T16:42:20.103] Cog0  BM-RUNGTR,seq,17,rid,1,motor,LEFT,incre,-18_375_000,from_incre,0,from_rest,TRUE,tr_ms,1_155,tr_err_pk,100,tr_i_pk,25,tr_i_over,5,tr_over,23,tr_n,579,why,NONE
[2026-09-22T16:42:20.105] Cog0  BM-RUNGHL,seq,18,rid,1,motor,LEFT,incre,-18_375_000,tr_lag,1,tr_cap,0,win_lag,0,win_cap,0,drv_incr,-18_375_000,why,NONE
[2026-09-22T16:42:20.121] Cog0  BM-RUNG3,seq,19,rid,1,motor,LEFT,incre,-18_375_000,missed_d,0,illegal_d,0,hw_ticks,-49,hw_skip,0,amps_x10k,486,rs_impl,292,late,0,skipped,0,clamps,0,idle_up,FALSE,idle_i,0,why,NONE
[2026-09-22T16:42:21.737] Cog0  BM-RUNG,seq,20,seg,LEAD,life,3,rid,2,rung,0,motor,LEFT,incre,-18_375_000,result,OK,off_neg,9,off_pos,343,steady_ms,26,win_ms,1_001,ticks,-49,rate_x10,-489,pred_x10,-491,why,NONE
