=== Debug Logger Session Started at 2026-09-22T12:26:44.428 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T12:26:44.325] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T12:26:44.563 ===
=== Debug Logger Session Started at 2026-09-22T12:26:44.568 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T12:26:44.564] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 84546 bytes | Modified: 2026-09-22T18:26:43.514Z
[2026-09-22T12:26:44.567] [SYSTEM] Download Session Started
[2026-09-22T12:26:46.235] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T12:26:46.236] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T12:26:46.239] Cog0  INIT $0000_0FA8 $0004_5B18 jump
[2026-09-22T12:26:46.250] Cog1  INIT $0000_0FA8 $0004_1A9C jump
[2026-09-22T12:26:46.250] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T12:26:46.251] Cog0  BM-BANNER,seq,2,src_rev,25,fmt,13,part,ALIGN,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T12:26:46.254] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,servo_engage,57
[2026-09-22T12:26:46.254] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-Z,task,3508
[2026-09-22T12:26:46.255] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-Z,task,3508
[2026-09-22T12:26:46.256] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-ND,task,3508
[2026-09-22T12:26:46.256] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-CLIP,task,3508
[2026-09-22T12:26:46.257] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-COVER,task,3508
[2026-09-22T12:26:46.258] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-RES,task,3508
[2026-09-22T12:26:46.258] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-MTRX,task,3508
