=== Debug Logger Session Started at 2026-09-22T12:25:15.291 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T12:25:15.188] [SYSTEM] BAUD_RATE_SET 2000000 baud (preferences/default)

=== Session ended - Download Started at 2026-09-22T12:25:15.434 ===
=== Debug Logger Session Started at 2026-09-22T12:25:15.438 ===
PNut-Term-TS: v1.0.8
Program: debug
=====================================

[2026-09-22T12:25:15.434] [SYSTEM] [DOWNLOAD TO RAM] File: test_bench_dual.bin | Size: 84546 bytes | Modified: 2026-09-22T18:25:13.781Z
[2026-09-22T12:25:15.438] [SYSTEM] Download Session Started
[2026-09-22T12:25:17.088] [SYSTEM] [DOWNLOAD SUCCESS] test_bench_dual.bin successfully downloaded to RAM
[2026-09-22T12:25:17.099] Cog0  INIT $0000_0000 $0000_0000 load
[2026-09-22T12:25:17.110] Cog0  INIT $0000_0FA8 $0004_5B18 jump
[2026-09-22T12:25:17.110] Cog1  INIT $0000_0FA8 $0004_1A9C jump
[2026-09-22T12:25:17.111] Cog0  BM-WDSTART,seq,1,started,TRUE,cog,1
[2026-09-22T12:25:17.113] Cog0  BM-BANNER,seq,2,src_rev,25,fmt,13,part,ALIGN,cfg_id,BENCH,frame,MOTOR,clkfreq,270_000_000,left_base,32,right_base,16,voltage_enum,6,det_mode,30,motor_type,0,quiet,TRUE,mdbg,3,sdbg,3
[2026-09-22T12:25:17.114] Cog0  BM-BUILD,seq,3,sf,1,inst_hz,500,inst_ticks,540_000,ring,4_096,slongs,11,waitms_max,7_953,wd_stall_ms,4_000,abs_abort_mV,1_500,ladder_max,165_000_000,rwire_mohm,20,pack_mV,18_500,fault_cool_ms,5_000,servo_engage,57
[2026-09-22T12:25:17.115] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-NOSTALL-Z,task,3508
[2026-09-22T12:25:17.116] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-DBGMASK-Z,task,3508
[2026-09-22T12:25:17.116] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-ND,task,3508
[2026-09-22T12:25:17.117] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-CLIP,task,3508
[2026-09-22T12:25:17.118] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-COVER,task,3508
[2026-09-22T12:25:17.118] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-RES,task,3508
[2026-09-22T12:25:17.119] Cog0  SIGNOFF-DECL,sf,1,bin,DUAL,cell,R18-DUAL-ALIGN-MTRX,task,3508
[2026-09-22T12:25:17.122] Cog0  * PANIC PROCEDURE IS PHYSICAL BATTERY DISCONNECT ONLY -- no operator control can stop a runaway (finding S-4: the e-stop now latches, task 3556)
[2026-09-22T12:25:17.122] Cog2  INIT $0000_0FA8 $0003_F2DC jump
[2026-09-22T12:25:17.139] Cog0  BM-INST,seq,4,event,START,cog,2,state,IDLE,ack_ms,5,samples,0,late,0,skipped,0,max_late_us,0,clamps,0,why,NONE
[2026-09-22T12:25:17.149] Cog0  BM-SEG,seq,5,seg,ALIGN,event,BEGIN,attended,TRUE,items,0,faults,0,unrecov,0,ms,0,why,NONE
[2026-09-22T12:25:17.165] Cog3  INIT $0001_03F2 $0004_355F load
[2026-09-22T12:25:17.165] Cog4  INIT $0000_0FA8 $0004_312F jump
[2026-09-22T12:25:19.262] Cog0  BM-START,seq,6,seg,ALIGN,motor,LEFT,life,1,cog_ret,3,cog_ok,TRUE,board,REV_B,board_enum,22,ready,TRUE,ready_ms,0,off_neg,14,off_pos,338,missed,0,illegal,0,zero_x10,75,ph_x10,1_713,why,NONE
[2026-09-22T12:25:19.898] Cog0  BM-AGUIDE,seq,7,leg,0,motor,LEFT,ask_dir,FORWARD,speed,SLOW,turns,3,ticks,270,bias_still,TRUE,bias_u_mV,52,bias_v_mV,60,bias_w_mV,59,hyst_u_mV,9,hyst_v_mV,10,hyst_w_mV,9,band_railed,0,bias_tries,1
[2026-09-22T12:25:19.913] Cog0  TURN LEFT WHEEL FORWARD, SLOW -- keep turning until output resumes
[2026-09-22T12:25:29.607] Cog0  BM-ACROSS,seq,8,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,1,t_us,30_045,dur_us,53_922
[2026-09-22T12:25:29.608] Cog0  BM-ACROSS,seq,9,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,2,t_us,25_063,dur_us,39_427
[2026-09-22T12:25:29.609] Cog0  BM-ACROSS,seq,10,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,3,t_us,18_106,dur_us,30_691
[2026-09-22T12:25:29.610] Cog0  BM-ACROSS,seq,11,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,4,t_us,17_875,dur_us,26_770
[2026-09-22T12:25:29.612] Cog0  BM-ACROSS,seq,12,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,5,t_us,12_902,dur_us,25_050
[2026-09-22T12:25:29.613] Cog0  BM-ACROSS,seq,13,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,6,t_us,16_417,dur_us,23_478
[2026-09-22T12:25:29.614] Cog0  BM-ACROSS,seq,14,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,7,t_us,9_949,dur_us,23_054
[2026-09-22T12:25:29.615] Cog0  BM-ACROSS,seq,15,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,8,t_us,15_222,dur_us,21_961
[2026-09-22T12:25:29.616] Cog0  BM-ACROSS,seq,16,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,9,t_us,9_278,dur_us,21_088
[2026-09-22T12:25:29.617] Cog0  BM-ACROSS,seq,17,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,10,t_us,15_457,dur_us,19_896
[2026-09-22T12:25:29.618] Cog0  BM-ACROSS,seq,18,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,11,t_us,9_698,dur_us,20_992
[2026-09-22T12:25:29.619] Cog0  BM-ACROSS,seq,19,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,12,t_us,15_859,dur_us,20_473
[2026-09-22T12:25:29.620] Cog0  BM-ACROSS,seq,20,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,13,t_us,8_857,dur_us,20_431
[2026-09-22T12:25:29.621] Cog0  BM-ACROSS,seq,21,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,14,t_us,16_085,dur_us,21_643
[2026-09-22T12:25:29.622] Cog0  BM-ACROSS,seq,22,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,15,t_us,9_215,dur_us,20_857
[2026-09-22T12:25:29.623] Cog0  BM-ACROSS,seq,23,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,16,t_us,16_121,dur_us,21_949
[2026-09-22T12:25:29.624] Cog0  BM-ACROSS,seq,24,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,17,t_us,9_575,dur_us,22_845
[2026-09-22T12:25:29.626] Cog0  BM-ACROSS,seq,25,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,18,t_us,15_815,dur_us,23_731
[2026-09-22T12:25:29.627] Cog0  BM-ACROSS,seq,26,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,19,t_us,13_097,dur_us,27_113
[2026-09-22T12:25:29.628] Cog0  BM-ACROSS,seq,27,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,20,t_us,18_070,dur_us,29_533
[2026-09-22T12:25:29.629] Cog0  BM-ACROSS,seq,28,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,21,t_us,19_513,dur_us,33_012
[2026-09-22T12:25:29.630] Cog0  BM-ACROSS,seq,29,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,22,t_us,19_896,dur_us,33_944
[2026-09-22T12:25:29.631] Cog0  BM-ACROSS,seq,30,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,23,t_us,18_439,dur_us,32_116
[2026-09-22T12:25:29.632] Cog0  BM-ACROSS,seq,31,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,24,t_us,20_974,dur_us,32_852
[2026-09-22T12:25:29.633] Cog0  BM-ACROSS,seq,32,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,25,t_us,16_413,dur_us,29_965
[2026-09-22T12:25:29.634] Cog0  BM-ACROSS,seq,33,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,26,t_us,16_734,dur_us,26_305
[2026-09-22T12:25:29.635] Cog0  BM-ACROSS,seq,34,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,27,t_us,10_871,dur_us,23_443
[2026-09-22T12:25:29.637] Cog0  BM-ACROSS,seq,35,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,28,t_us,15_745,dur_us,22_073
[2026-09-22T12:25:29.637] Cog0  BM-ACROSS,seq,36,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,29,t_us,10_171,dur_us,22_218
[2026-09-22T12:25:29.639] Cog0  BM-ACROSS,seq,37,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,30,t_us,15_166,dur_us,19_957
[2026-09-22T12:25:29.640] Cog0  BM-ACROSS,seq,38,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,31,t_us,9_977,dur_us,22_538
[2026-09-22T12:25:29.641] Cog0  BM-ACROSS,seq,39,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,32,t_us,15_739,dur_us,21_534
[2026-09-22T12:25:29.642] Cog0  BM-ACROSS,seq,40,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,33,t_us,8_864,dur_us,20_337
[2026-09-22T12:25:29.643] Cog0  BM-ACROSS,seq,41,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,34,t_us,16_843,dur_us,22_286
[2026-09-22T12:25:29.644] Cog0  BM-ACROSS,seq,42,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,35,t_us,9_608,dur_us,21_279
[2026-09-22T12:25:29.645] Cog0  BM-ACROSS,seq,43,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,36,t_us,15_396,dur_us,20_659
[2026-09-22T12:25:29.646] Cog0  BM-ACROSS,seq,44,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,37,t_us,8_502,dur_us,21_117
[2026-09-22T12:25:29.647] Cog0  BM-ACROSS,seq,45,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,38,t_us,14_814,dur_us,20_432
[2026-09-22T12:25:29.648] Cog0  BM-ACROSS,seq,46,leg,0,motor,LEFT,phase,1,rising,TRUE,hall,6,tick,39,t_us,8_869,dur_us,20_916
[2026-09-22T12:25:29.649] Cog0  BM-ACROSS,seq,47,leg,0,motor,LEFT,phase,2,rising,FALSE,hall,2,tick,40,t_us,15_366,dur_us,21_252
[2026-09-22T12:25:29.651] Cog0  BM-ACROSS,seq,48,leg,0,motor,LEFT,phase,0,rising,TRUE,hall,3,tick,41,t_us,9_045,dur_us,20_859
[2026-09-22T12:25:29.652] Cog0  BM-ACROSS,seq,49,leg,0,motor,LEFT,phase,1,rising,FALSE,hall,1,tick,42,t_us,15_511,dur_us,20_891
[2026-09-22T12:25:29.653] Cog0  BM-ACROSS,seq,50,leg,0,motor,LEFT,phase,2,rising,TRUE,hall,5,tick,43,t_us,8_856,dur_us,21_993
[2026-09-22T12:25:29.654] Cog0  BM-ACROSS,seq,51,leg,0,motor,LEFT,phase,0,rising,FALSE,hall,4,tick,44,t_us,14_694,dur_us,20_369
